chemin,class,methode,methode_LOC,methode_CLOC,methode_DC,CC,methode_BC,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,createConsolidatedPieDataset_PieDataset<K>_K_double,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,createConsolidatedPieDataset__source,_key,_minimumPercent,_minItems,,,NaN,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,createCategoryDataset__rowKeyPrefix,_columnKeyPrefix,_data,,,NaN,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,createCategoryDataset__rowKeyPrefix,_columnKeyPrefix,_data,,,NaN,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,sampleFunction2D__f,_start,_end,_samples,_seriesKey,,,NaN
javaProjects\data\general\DatasetUtils.java,DatasetUtils,sampleFunction2DToSeries__f,_start,_end,_samples,_seriesKey,,,NaN
javaProjects\data\general\DatasetUtils.java,DatasetUtils,isEmptyOrNull_PieDataset<?>,19,,,5,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,isEmptyOrNull_CategoryDataset<?,_dataset,18,,,4,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,isEmptyOrNull__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findDomainBounds_XYDataset<S>,3,,,1,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findDomainBounds__dataset,_includeInterval,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findDomainBounds__dataset,_visibleSeriesKeys,boolean,,,NaN,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateDomainBounds__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateDomainBounds__dataset,_includeInterval,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findRangeBounds__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findRangeBounds__dataset,_includeInterval,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findRangeBounds__dataset,_visibleSeriesKeys,_xRange,boolean,,,NaN,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateRangeBounds__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateRangeBounds__dataset,_includeInterval,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findZBounds__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findZBounds__dataset,_includeInterval,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findZBounds__dataset,_visibleSeriesKeys,_xRange,boolean,,,NaN,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateZBounds__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateZBounds__dataset,_includeInterval,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateToFindDomainBounds__dataset,_visibleSeriesKeys,boolean,,,NaN,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateToFindRangeBounds__dataset,_visibleSeriesKeys,_xRange,boolean,,,NaN,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,iterateToFindZBounds__dataset,_visibleSeriesKeys,_xRange,boolean,,,NaN,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findMinimumDomainValue__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findMaximumDomainValue__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findMinimumRangeValue__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findMaximumRangeValue__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findStackedRangeBounds__dataset,,,NaN,,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findStackedRangeBounds__dataset,_base,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,calculateStackTotal__dataset,_item,,,NaN,,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findYValue__dataset,_series,_x,,,NaN,,
javaProjects\data\general\DatasetUtils.java,DatasetUtils,findItemIndicesForX__dataset,_series,_x,,,NaN,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,DefaultHeatMapDataset_int_int_double_double_double_double,,,NaN,,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getXSampleCount,3,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getYSampleCount,3,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getMinimumXValue,3,,,13,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getMaximumXValue,3,,,13,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getMinimumYValue,3,,,13,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getMaximumYValue,3,,,13,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getXValue_int,5,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getYValue_int,5,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getZValue_int_int,3,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,getZ_int_int,3,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,setZValue_int_int_double,3,,,1,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,setZValue_int_int_double_boolean,6,,,2,,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,equals_Object,33,1,0.33331,1,0.33332,,
javaProjects\data\general\DefaultHeatMapDataset.java,DefaultHeatMapDataset,clone,5,,,1,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,DefaultKeyedValueDataset,3,,,1,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,DefaultKeyedValueDataset_Comparable_Number,3,,,1,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,DefaultKeyedValueDataset_KeyedValue,3,,,1,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,getKey,7,,,2,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,getValue,7,,,2,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,updateValue_Number,6,,,2,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,setValue_Comparable_Number,4,,,1,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,equals_Object,22,,,7,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,hashCode,3,,,1,,,
javaProjects\data\general\DefaultKeyedValueDataset.java,DefaultKeyedValueDataset,clone,5,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,DefaultPieDataset,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,DefaultPieDataset_KeyedValues<K>,7,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,getItemCount,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,getKeys,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,getKey_int,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,getIndex_K,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,getValue_int,7,,,2,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,getValue_K,4,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,setValue_K_Number,4,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,setValue_K_double,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,insertValue_int_K_double,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,insertValue_int_K_Number,4,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,remove_K,4,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,clear,6,,,2,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,sortByKeys_SortOrder,4,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,sortByValues_SortOrder,4,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,equals_Object,33,,,9,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,hashCode,3,,,1,,,
javaProjects\data\general\DefaultPieDataset.java,DefaultPieDataset<K,clone,5,,,1,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,DefaultValueDataset,3,,,1,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,DefaultValueDataset_double,3,,,1,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,DefaultValueDataset_Number,4,,,1,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,getValue,3,,,1,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,setValue_Number,4,,,1,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,equals_Object,1,,,3,,,
javaProjects\data\general\DefaultValueDataset.java,DefaultValueDataset,hashCode,3,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getXSampleCount,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getYSampleCount,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getMinimumXValue,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getMaximumXValue,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getMinimumYValue,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getMaximumYValue,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getXValue_int,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getYValue_int,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getZValue_int_int,1,,,1,,,
javaProjects\data\general\HeatMapDataset.java,HeatMapDataset,getZ_int_int,1,,,1,,,
javaProjects\data\general\HeatMapUtils.java,HeatMapUtils,extractRowFromHeatMapDataset_HeatMapDataset_int_Comparable,,,NaN,,,,
javaProjects\data\general\HeatMapUtils.java,HeatMapUtils,extractColumnFromHeatMapDataset__dataset,_column,_seriesName,,,NaN,,
javaProjects\data\general\HeatMapUtils.java,HeatMapUtils,createHeatMapImage_HeatMapDataset_PaintScale,,,NaN,,,,
javaProjects\data\general\Series.java,Series<K,Series_K,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,Series_K_String,9,,,1,,,
javaProjects\data\general\Series.java,Series<K,getKey,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,setKey_K,21,5,0.2389524,3,0.793658,,
javaProjects\data\general\Series.java,Series<K,getDescription,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,setDescription_String,6,,,1,,,
javaProjects\data\general\Series.java,Series<K,getNotify,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,setNotify_boolean,6,,,2,,,
javaProjects\data\general\Series.java,Series<K,isEmpty,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,getItemCount,1,,,1,,,
javaProjects\data\general\Series.java,Series<K,clone,8,,,1,,,
javaProjects\data\general\Series.java,Series<K,equals_Object,17,,,5,,,
javaProjects\data\general\Series.java,Series<K,hashCode,7,,,1,,,
javaProjects\data\general\Series.java,Series<K,addChangeListener_SeriesChangeListener,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,removeChangeListener_SeriesChangeListener,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,fireSeriesChanged,5,,,1,,,
javaProjects\data\general\Series.java,Series<K,notifyListeners_SeriesChangeEvent,9,,,2,,,
javaProjects\data\general\Series.java,Series<K,addPropertyChangeListener_PropertyChangeListener,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,removePropertyChangeListener_PropertyChangeListener,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,firePropertyChange_String_Object_Object,,,NaN,,,,
javaProjects\data\general\Series.java,Series<K,addVetoableChangeListener_VetoableChangeListener,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,removeVetoableChangeListener_VetoableChangeListener,3,,,1,,,
javaProjects\data\general\Series.java,Series<K,fireVetoableChange_String_Object_Object,,,NaN,,,,
javaProjects\data\general\SeriesChangeEvent.java,SeriesChangeEvent,SeriesChangeEvent_Object,3,,,1,,,
javaProjects\data\general\SeriesChangeListener.java,SeriesChangeListener,seriesChanged_SeriesChangeEvent,1,,,1,,,
javaProjects\data\general\SeriesDataset.java,SeriesDataset<S,getSeriesCount,1,,,1,,,
javaProjects\data\general\SeriesDataset.java,SeriesDataset<S,getSeriesKey_int,1,,,1,,,
javaProjects\data\general\SeriesDataset.java,SeriesDataset<S,indexOf_S,1,,,1,,,
javaProjects\data\general\SeriesException.java,SeriesException,SeriesException_String,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,WaferMapDataset_int_int,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,WaferMapDataset_int_int_Number,13,,,3,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,addValue_Number_Comparable_Comparable,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,addValue_int_int_int,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,setValue_Number_Comparable_Comparable,9,,,3,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getUniqueValueCount,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getUniqueValues,14,1,0.71428575,1,0.71428575,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getChipValue_int_int,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getChipValue_Comparable_Comparable,11,,,3,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,isMaxValue_Number,6,,,2,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,isMinValue_Number,6,,,2,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getMaxValue,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getMinValue,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getMaxChipX,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,setMaxChipX_int,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getMaxChipY,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,setMaxChipY_int,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,getChipSpace,3,,,1,,,
javaProjects\data\general\WaferMapDataset.java,WaferMapDataset,setChipSpace_double,3,,,1,,,
javaProjects\data\io\CSV.java,CSV,CSV,3,,,1,,,
javaProjects\data\io\CSV.java,CSV,CSV_char_char,4,,,1,,,
javaProjects\data\io\CSV.java,CSV,readCategoryDataset_Reader,2,2,0.1,4,0.25,,
javaProjects\data\io\CSV.java,CSV,extractColumnKeys_String,21,2,0.952381,3,0.3174634,,
javaProjects\data\io\CSV.java,CSV,extractRowKeyAndData_String_DefaultCategoryDataset_columnKeys,,,NaN,,,,
javaProjects\data\io\CSV.java,CSV,removeStringDelimiters_String,1,,,3,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,JDBCCategoryDataset_String_String_user,String,,,NaN,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,JDBCCategoryDataset_Connection,6,,,2,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,JDBCCategoryDataset_Connection_String,1,,,1,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,getTranspose,3,,,1,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,setTranspose_boolean,3,,,1,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,executeQuery_String,3,,,1,,,
javaProjects\data\jdbc\JDBCCategoryDataset.java,JDBCCategoryDataset,executeQuery_Connection_String,18,6,0.55555556,29,0.1915789,,
javaProjects\data\jdbc\JDBCPieDataset.java,JDBCPieDataset,JDBCPieDataset_String_String_user,String,,,NaN,,,
javaProjects\data\jdbc\JDBCPieDataset.java,JDBCPieDataset,JDBCPieDataset_Connection,6,,,2,,,
javaProjects\data\jdbc\JDBCPieDataset.java,JDBCPieDataset,JDBCPieDataset_Connection_String,4,,,1,,,
javaProjects\data\jdbc\JDBCPieDataset.java,JDBCPieDataset,executeQuery_String,3,,,1,,,
javaProjects\data\jdbc\JDBCPieDataset.java,JDBCPieDataset,executeQuery_Connection_String,62,,,16,,,
javaProjects\data\jdbc\JDBCPieDataset.java,JDBCPieDataset,close,8,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,JDBCXYDataset,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,JDBCXYDataset_String_String_user,String,,,NaN,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,JDBCXYDataset_Connection,4,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,JDBCXYDataset_Connection_String,4,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,isTimeSeries,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,setTimeSeries_boolean,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,executeQuery_String,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,executeQuery_Connection_String,1,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getX_int_int,4,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getY_int_int,4,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getItemCount_int,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getItemCount,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getSeriesCount,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getSeriesKey_int,9,,,3,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,close,8,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getRangeLowerBound_boolean,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getRangeUpperBound_boolean,3,,,1,,,
javaProjects\data\jdbc\JDBCXYDataset.java,JDBCXYDataset,getRangeBounds_boolean,3,,,1,,,
javaProjects\data\json\impl\JSONArray.java,JSONArray,writeJSONString_List_Writer,1,,,1,,,
javaProjects\data\json\impl\JSONArray.java,JSONArray,writeJSONString_Writer,3,,,1,,,
javaProjects\data\json\impl\JSONArray.java,JSONArray,toJSONString_List,27,,,6,,,
javaProjects\data\json\impl\JSONArray.java,JSONArray,toJSONString,3,,,1,,,
javaProjects\data\json\impl\JSONArray.java,JSONArray,toString,3,,,1,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,writeJSONString_Map_Writer,24,,,5,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,writeJSONString_Writer,3,,,1,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,toJSONString_Map,24,,,5,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,toJSONString,3,,,1,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,toJSONString_String_Object_StringBuffer,,,NaN,,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,toString,3,,,1,,,
javaProjects\data\json\impl\JSONObject.java,JSONObject,toString_String_Object,5,,,1,,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,parse_Reader,17,8,0.4758824,1,0.4758824,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,parse_String,7,3,0.42857143,1,0.42857143,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,parseWithException_Reader,1,,,1,,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,parseWithException_String,7,3,0.42857143,1,0.42857143,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,writeJSONString_Object_Writer,1,,,1,,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,toJSONString_Object,49,,,14,,,
javaProjects\data\json\impl\JSONValue.java,JSONValue,escape_String,8,,,2,,,
javaProjects\data\json\JSONUtils.java,JSONUtils,writeKeyedValues_KeyedValues,1,,,1,,,
javaProjects\data\json\JSONUtils.java,JSONUtils,writeKeyedValues_KeyedValues_Writer,1,,,1,,,
javaProjects\data\json\JSONUtils.java,JSONUtils,writeKeyedValues2D_KeyedValues2D,1,,,1,,,
javaProjects\data\json\JSONUtils.java,JSONUtils,writeKeyedValues2D_KeyedValues2D_Writer,1,,,1,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,KeyedObject_K_Object,4,,,1,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,getKey,3,,,1,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,getObject,3,,,1,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,setObject_Object,3,,,1,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,clone,8,,,2,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,equals_Object,16,,,5,,,
javaProjects\data\KeyedObject.java,KeyedObject<K,hashCode,6,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,KeyedObjects,3,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,getItemCount,3,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,getObject_int,8,,,2,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,getKey_int,8,,,2,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,getIndex_K,11,,,2,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,getKeys,7,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,getObject_K,8,,,2,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,addObject_K_Object,3,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,setObject_K_Object,11,,,3,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,insertValue_int_K_Object,16,,,5,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,removeValue_int,3,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,removeValue_K,1,1,0.1,2,0.5,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,clear,3,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,clone,8,,,1,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,equals_Object,33,,,9,,,
javaProjects\data\KeyedObjects.java,KeyedObjects<K,hashCode,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,KeyedObjects2D,5,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getRowCount,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getColumnCount,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getObject_int_int,14,,,4,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getRowKey_int,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getRowIndex_R,4,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getRowKeys,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getColumnKey_int,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getColumnIndex_C,4,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getColumnKeys,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,getObject_R_C,22,,,5,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,addObject_Object_R_C,3,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,setObject_Object_R_C,19,,,4,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,removeObject_R_C,51,2,0.39215688,8,0.491961,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,removeRow_int,4,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,removeRow_R,8,,,2,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,removeColumn_int,4,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,removeColumn_C,16,,,4,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,clear,5,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,equals_Object,4,,,11,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,hashCode,7,,,1,,,
javaProjects\data\KeyedObjects2D.java,KeyedObjects2D<R,clone,12,,,1,,,
javaProjects\data\KeyedValue.java,KeyedValue<K,getKey,1,,,1,,,
javaProjects\data\KeyedValueComparator.java,KeyedValueComparator,KeyedValueComparator_KeyedValueComparatorType_SortOrder,,,NaN,,,,
javaProjects\data\KeyedValueComparator.java,KeyedValueComparator,getType,3,,,1,,,
javaProjects\data\KeyedValueComparator.java,KeyedValueComparator,getOrder,3,,,1,,,
javaProjects\data\KeyedValueComparator.java,KeyedValueComparator,compare_KeyedValue_KeyedValue,61,,,2,,,
javaProjects\data\KeyedValues.java,KeyedValues<K,getKey_int,1,,,1,,,
javaProjects\data\KeyedValues.java,KeyedValues<K,getIndex_K,1,,,1,,,
javaProjects\data\KeyedValues.java,KeyedValues<K,getKeys,1,,,1,,,
javaProjects\data\KeyedValues.java,KeyedValues<K,getValue_K,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getRowKey_int,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getRowIndex_R,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getRowKeys,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getColumnKey_int,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getColumnIndex_C,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getColumnKeys,1,,,1,,,
javaProjects\data\KeyedValues2D.java,KeyedValues2D<R,getValue_R_C,1,,,1,,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,KeyedValues2DItemKey_R_C,6,,,1,,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,getRowKey,3,,,1,,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,getColumnKey,3,,,1,,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,compareTo_KeyedValues2DItemKey<R,_key,7,,,2,,
javaProjects\data\KeyedValues2DItemKey.java,KeyedValues2DItemKey<R,equals_Object,16,,,5,,,
